"","game_id","season","week","team","opponent","touchdowns","point_diff2","winner"
"1170","2014_07_NYG_DAL",2014,7,"DAL","NYG",4,10,"DAL"
"1171","2014_07_NYJ_NE",2014,7,"NE","NYJ",3,2,"NE"
"1172","2014_07_SEA_STL",2014,7,"LA","SEA",4,2,"LA"
"1173","2014_07_SF_DEN",2014,7,"DEN","SF",6,25,"DEN"
"1174","2014_07_TEN_WAS",2014,7,"WAS","TEN",1,2,"WAS"
"1175","2014_08_BAL_CIN",2014,8,"CIN","BAL",3,3,"CIN"
"1176","2014_08_BUF_NYJ",2014,8,"NYJ","BUF",3,-20,"BUF"
"1177","2014_08_CHI_NE",2014,8,"NE","CHI",6,28,"NE"
"1178","2014_08_DET_ATL",2014,8,"ATL","DET",3,-1,"DET"
"1179","2014_08_GB_NO",2014,8,"NO","GB",5,21,"NO"
"1180","2014_08_HOU_TEN",2014,8,"TEN","HOU",2,-14,"HOU"
"1181","2014_08_IND_PIT",2014,8,"PIT","IND",7,17,"PIT"
"1182","2014_08_MIA_JAX",2014,8,"JAX","MIA",1,-14,"MIA"
"1183","2014_08_MIN_TB",2014,8,"TB","MIN",1,-6,"MIN"
"1184","2014_08_OAK_CLE",2014,8,"CLE","LV",2,10,"CLE"
"1185","2014_08_PHI_ARI",2014,8,"ARI","PHI",3,4,"ARI"
"1186","2014_08_SD_DEN",2014,8,"DEN","LAC",5,14,"DEN"
"1187","2014_08_SEA_CAR",2014,8,"CAR","SEA",0,-4,"SEA"
"1188","2014_08_STL_KC",2014,8,"KC","LA",4,27,"KC"
"1189","2014_08_WAS_DAL",2014,8,"DAL","WAS",2,-3,"WAS"
"1190","2014_09_ARI_DAL",2014,9,"DAL","ARI",2,-11,"ARI"
"1191","2014_09_BAL_PIT",2014,9,"PIT","BAL",6,20,"PIT"
"1192","2014_09_DEN_NE",2014,9,"NE","DEN",5,22,"NE"
"1193","2014_09_IND_NYG",2014,9,"NYG","IND",3,-16,"IND"
"1194","2014_09_JAX_CIN",2014,9,"CIN","JAX",4,10,"CIN"
"1195","2014_09_NO_CAR",2014,9,"CAR","NO",1,-18,"NO"
"1196","2014_09_NYJ_KC",2014,9,"KC","NYJ",3,14,"KC"
"1197","2014_09_OAK_SEA",2014,9,"SEA","LV",3,6,"SEA"
"1198","2014_09_PHI_HOU",2014,9,"HOU","PHI",3,-10,"PHI"
"1199","2014_09_SD_MIA",2014,9,"MIA","LAC",4,37,"MIA"
"1200","2014_09_STL_SF",2014,9,"SF","LA",1,-3,"LA"
"1201","2014_09_TB_CLE",2014,9,"CLE","TB",2,5,"CLE"
"1202","2014_09_WAS_MIN",2014,9,"MIN","WAS",4,3,"MIN"
"1203","2014_10_ATL_TB",2014,10,"TB","ATL",2,-10,"ATL"
"1204","2014_10_CAR_PHI",2014,10,"PHI","CAR",6,24,"PHI"
"1205","2014_10_CHI_GB",2014,10,"GB","CHI",7,41,"GB"
"1206","2014_10_CLE_CIN",2014,10,"CIN","CLE",0,-21,"CLE"
"1207","2014_10_DAL_JAX",2014,10,"JAX","DAL",2,-14,"DAL"
"1208","2014_10_DEN_OAK",2014,10,"LV","DEN",2,-24,"DEN"
"1209","2014_10_KC_BUF",2014,10,"BUF","KC",1,-4,"KC"
"1210","2014_10_MIA_DET",2014,10,"DET","MIA",2,4,"DET"
"1211","2014_10_NYG_SEA",2014,10,"SEA","NYG",5,21,"SEA"
"1212","2014_10_PIT_NYJ",2014,10,"NYJ","PIT",2,7,"NYJ"
"1213","2014_10_SF_NO",2014,10,"NO","SF",3,-3,"SF"
"1214","2014_10_STL_ARI",2014,10,"ARI","LA",4,17,"ARI"
"1215","2014_10_TEN_BAL",2014,10,"BAL","TEN",3,14,"BAL"
"1216","2014_11_ATL_CAR",2014,11,"CAR","ATL",2,-2,"ATL"
"1217","2014_11_BUF_MIA",2014,11,"MIA","BUF",2,13,"MIA"
"1218","2014_11_CIN_NO",2014,11,"NO","CIN",1,-17,"CIN"
"1219","2014_11_DEN_STL",2014,11,"LA","DEN",1,15,"LA"
"1220","2014_11_DET_ARI",2014,11,"ARI","DET",2,8,"ARI"
"1221","2014_11_HOU_CLE",2014,11,"CLE","HOU",1,-16,"HOU"
"1222","2014_11_MIN_CHI",2014,11,"CHI","MIN",3,8,"CHI"
"1223","2014_11_NE_IND",2014,11,"IND","NE",2,-22,"NE"
"1224","2014_11_OAK_SD",2014,11,"LAC","LV",1,7,"LAC"
"1225","2014_11_PHI_GB",2014,11,"GB","PHI",7,33,"GB"
"1226","2014_11_PIT_TEN",2014,11,"TEN","PIT",3,-3,"PIT"
"1227","2014_11_SEA_KC",2014,11,"KC","SEA",3,4,"KC"
"1228","2014_11_SF_NYG",2014,11,"NYG","SF",1,-6,"SF"
"1229","2014_11_TB_WAS",2014,11,"WAS","TB",1,-20,"TB"
"1230","2014_12_ARI_SEA",2014,12,"SEA","ARI",1,16,"SEA"
"1231","2014_12_BAL_NO",2014,12,"NO","BAL",3,-7,"BAL"
"1232","2014_12_CIN_HOU",2014,12,"HOU","CIN",1,-9,"CIN"
"1233","2014_12_CLE_ATL",2014,12,"ATL","CLE",3,-2,"CLE"
"1234","2014_12_DAL_NYG",2014,12,"NYG","DAL",4,-3,"DAL"
"1235","2014_12_DET_NE",2014,12,"NE","DET",4,25,"NE"
"1236","2014_12_GB_MIN",2014,12,"MIN","GB",2,-3,"GB"
"1237","2014_12_JAX_IND",2014,12,"IND","JAX",2,20,"IND"
"1238","2014_12_KC_OAK",2014,12,"LV","KC",3,4,"LV"
"1239","2014_12_MIA_DEN",2014,12,"DEN","MIA",5,3,"DEN"
"1240","2014_12_NYJ_BUF",2014,12,"BUF","NYJ",5,35,"BUF"
"1241","2014_12_STL_SD",2014,12,"LAC","LA",3,3,"LAC"
"1242","2014_12_TB_CHI",2014,12,"CHI","TB",3,8,"CHI"
"1243","2014_12_TEN_PHI",2014,12,"PHI","TEN",4,19,"PHI"
"1244","2014_12_WAS_SF",2014,12,"SF","WAS",2,4,"SF"
"1245","2014_13_ARI_ATL",2014,13,"ATL","ARI",2,11,"ATL"
"1246","2014_13_CAR_MIN",2014,13,"MIN","CAR",4,18,"MIN"
"1247","2014_13_CHI_DET",2014,13,"DET","CHI",4,17,"DET"
"1248","2014_13_CIN_TB",2014,13,"TB","CIN",1,-1,"CIN"
"1249","2014_13_CLE_BUF",2014,13,"BUF","CLE",2,16,"BUF"
"1250","2014_13_DEN_KC",2014,13,"KC","DEN",2,-13,"DEN"
"1251","2014_13_MIA_NYJ",2014,13,"NYJ","MIA",1,-3,"MIA"
"1252","2014_13_NE_GB",2014,13,"GB","NE",2,5,"GB"
"1253","2014_13_NO_PIT",2014,13,"PIT","NO",3,-3,"NO"
"1254","2014_13_NYG_JAX",2014,13,"JAX","NYG",3,1,"JAX"
"1255","2014_13_OAK_STL",2014,13,"LA","LV",7,52,"LA"
"1256","2014_13_PHI_DAL",2014,13,"DAL","PHI",1,-23,"PHI"
"1257","2014_13_SD_BAL",2014,13,"BAL","LAC",3,-1,"LAC"
"1258","2014_13_SEA_SF",2014,13,"SF","SEA",0,-16,"SEA"
"1259","2014_13_TEN_HOU",2014,13,"HOU","TEN",6,24,"HOU"
"1260","2014_13_WAS_IND",2014,13,"IND","WAS",7,22,"IND"
"1261","2014_14_ATL_GB",2014,14,"GB","ATL",5,6,"GB"
"1262","2014_14_BAL_MIA",2014,14,"MIA","BAL",1,-15,"BAL"
"1263","2014_14_BUF_DEN",2014,14,"DEN","BUF",3,7,"DEN"
"1264","2014_14_CAR_NO",2014,14,"NO","CAR",1,-31,"CAR"
"1265","2014_14_DAL_CHI",2014,14,"CHI","DAL",4,-13,"DAL"
"1266","2014_14_HOU_JAX",2014,14,"JAX","HOU",1,-14,"HOU"
"1267","2014_14_IND_CLE",2014,14,"CLE","IND",3,-1,"IND"
"1268","2014_14_KC_ARI",2014,14,"ARI","KC",1,3,"ARI"
"1269","2014_14_NE_SD",2014,14,"LAC","NE",2,-9,"NE"
"1270","2014_14_NYG_TEN",2014,14,"TEN","NYG",1,-29,"NYG"
"1271","2014_14_NYJ_MIN",2014,14,"MIN","NYJ",4,6,"MIN"
"1272","2014_14_PIT_CIN",2014,14,"CIN","PIT",3,-21,"PIT"
"1273","2014_14_SEA_PHI",2014,14,"PHI","SEA",2,-10,"SEA"
"1274","2014_14_SF_OAK",2014,14,"LV","SF",3,11,"LV"
"1275","2014_14_STL_WAS",2014,14,"WAS","LA",0,-24,"LA"
"1276","2014_14_TB_DET",2014,14,"DET","TB",4,17,"DET"
"1277","2014_15_ARI_STL",2014,15,"LA","ARI",0,-6,"ARI"
"1278","2014_15_CIN_CLE",2014,15,"CLE","CIN",0,-30,"CIN"
"1279","2014_15_DAL_PHI",2014,15,"PHI","DAL",3,-11,"DAL"
"1280","2014_15_DEN_SD",2014,15,"LAC","DEN",1,-12,"DEN"
"1281","2014_15_GB_BUF",2014,15,"BUF","GB",1,8,"BUF"
"1282","2014_15_HOU_IND",2014,15,"IND","HOU",2,7,"IND"
"1283","2014_15_JAX_BAL",2014,15,"BAL","JAX",2,8,"BAL"
"1284","2014_15_MIA_NE",2014,15,"NE","MIA",5,28,"NE"
"1285","2014_15_MIN_DET",2014,15,"DET","MIN",1,2,"DET"
"1286","2014_15_NO_CHI",2014,15,"CHI","NO",2,-16,"NO"
"1287","2014_15_NYJ_TEN",2014,15,"TEN","NYJ",0,-5,"NYJ"
"1288","2014_15_OAK_KC",2014,15,"KC","LV",4,18,"KC"
"1289","2014_15_PIT_ATL",2014,15,"ATL","PIT",2,-7,"PIT"
"1290","2014_15_SF_SEA",2014,15,"SEA","SF",2,10,"SEA"
"1291","2014_15_TB_CAR",2014,15,"CAR","TB",1,2,"CAR"
"1292","2014_15_WAS_NYG",2014,15,"NYG","WAS",3,11,"NYG"
"1293","2014_16_ATL_NO",2014,16,"NO","ATL",2,-16,"ATL"
"1294","2014_16_BAL_HOU",2014,16,"HOU","BAL",1,12,"HOU"
"1295","2014_16_BUF_OAK",2014,16,"LV","BUF",2,2,"LV"
"1296","2014_16_CLE_CAR",2014,16,"CAR","CLE",2,4,"CAR"
"1297","2014_16_DEN_CIN",2014,16,"CIN","DEN",4,9,"CIN"
"1298","2014_16_DET_CHI",2014,16,"CHI","DET",2,-6,"DET"
"1299","2014_16_GB_TB",2014,16,"TB","GB",0,-17,"GB"
"1300","2014_16_IND_DAL",2014,16,"DAL","IND",6,35,"DAL"
"1301","2014_16_KC_PIT",2014,16,"PIT","KC",2,8,"PIT"
"1302","2014_16_MIN_MIA",2014,16,"MIA","MIN",5,2,"MIA"
"1303","2014_16_NE_NYJ",2014,16,"NYJ","NE",1,-1,"NE"
"1304","2014_16_NYG_STL",2014,16,"LA","NYG",3,-10,"NYG"
"1305","2014_16_PHI_WAS",2014,16,"WAS","PHI",3,3,"WAS"
"1306","2014_16_SD_SF",2014,16,"SF","LAC",5,-3,"LAC"
"1307","2014_16_SEA_ARI",2014,16,"ARI","SEA",0,-29,"SEA"
"1308","2014_16_TEN_JAX",2014,16,"JAX","TEN",3,8,"JAX"
"1309","2014_17_ARI_SF",2014,17,"SF","ARI",2,3,"SF"
"1310","2014_17_BUF_NE",2014,17,"NE","BUF",0,-8,"BUF"
"1311","2014_17_CAR_ATL",2014,17,"ATL","CAR",0,-31,"CAR"
"1312","2014_17_CHI_MIN",2014,17,"MIN","CHI",1,4,"MIN"
"1313","2014_17_CIN_PIT",2014,17,"PIT","CIN",3,10,"PIT"
"1314","2014_17_CLE_BAL",2014,17,"BAL","CLE",2,10,"BAL"
"1315","2014_17_DAL_WAS",2014,17,"WAS","DAL",2,-27,"DAL"
"1316","2014_17_DET_GB",2014,17,"GB","DET",4,10,"GB"
"1317","2014_17_IND_TEN",2014,17,"TEN","IND",1,-17,"IND"
"1318","2014_17_JAX_HOU",2014,17,"HOU","JAX",3,6,"HOU"
"1319","2014_17_NO_TB",2014,17,"TB","NO",2,-3,"NO"
"1320","2014_17_NYJ_MIA",2014,17,"MIA","NYJ",3,-13,"NYJ"
"1321","2014_17_OAK_DEN",2014,17,"DEN","LV",5,33,"DEN"
"1322","2014_17_PHI_NYG",2014,17,"NYG","PHI",2,-8,"PHI"
"1323","2014_17_SD_KC",2014,17,"KC","LAC",1,12,"KC"
"1324","2014_17_STL_SEA",2014,17,"SEA","LA",2,14,"SEA"
"1325","2014_18_ARI_CAR",2014,18,"CAR","ARI",3,11,"CAR"
"1326","2014_18_BAL_PIT",2014,18,"PIT","BAL",1,-13,"BAL"
"1327","2014_18_CIN_IND",2014,18,"IND","CIN",2,16,"IND"
"1328","2014_18_DET_DAL",2014,18,"DAL","DET",3,4,"DAL"
"1329","2014_19_BAL_NE",2014,19,"NE","BAL",5,4,"NE"
"1330","2014_19_CAR_SEA",2014,19,"SEA","CAR",4,14,"SEA"
"1331","2014_19_DAL_GB",2014,19,"GB","DAL",3,5,"GB"
"1332","2014_19_IND_DEN",2014,19,"DEN","IND",1,-11,"IND"
"1333","2014_20_GB_SEA",2014,20,"SEA","GB",4,6,"SEA"
"1334","2014_20_IND_NE",2014,20,"NE","IND",6,38,"NE"
"1335","2014_21_NE_SEA",2014,21,"SEA","NE",3,-4,"NE"
"1336","2015_01_BAL_DEN",2015,1,"DEN","BAL",1,6,"DEN"
"1337","2015_01_CAR_JAX",2015,1,"JAX","CAR",1,-11,"CAR"
"1338","2015_01_CIN_OAK",2015,1,"LV","CIN",2,-20,"CIN"
"1339","2015_01_CLE_NYJ",2015,1,"NYJ","CLE",4,21,"NYJ"
"1340","2015_01_DET_SD",2015,1,"LAC","DET",4,5,"LAC"
"1341","2015_01_GB_CHI",2015,1,"CHI","GB",2,-8,"GB"
"1342","2015_01_IND_BUF",2015,1,"BUF","IND",3,13,"BUF"
"1343","2015_01_KC_HOU",2015,1,"HOU","KC",2,-7,"KC"
"1344","2015_01_MIA_WAS",2015,1,"WAS","MIA",1,-7,"MIA"
"1345","2015_01_MIN_SF",2015,1,"SF","MIN",2,17,"SF"
"1346","2015_01_NO_ARI",2015,1,"ARI","NO",4,12,"ARI"
"1347","2015_01_NYG_DAL",2015,1,"DAL","NYG",3,1,"DAL"
"1348","2015_01_PHI_ATL",2015,1,"ATL","PHI",2,2,"ATL"
"1349","2015_01_PIT_NE",2015,1,"NE","PIT",4,7,"NE"
"1350","2015_01_SEA_STL",2015,1,"LA","SEA",4,3,"LA"
"1351","2015_01_TEN_TB",2015,1,"TB","TEN",2,-28,"TEN"
"1352","2015_02_ARI_CHI",2015,2,"CHI","ARI",2,-25,"ARI"
"1353","2015_02_ATL_NYG",2015,2,"NYG","ATL",2,-4,"ATL"
"1354","2015_02_BAL_OAK",2015,2,"LV","BAL",4,4,"LV"
"1355","2015_02_DAL_PHI",2015,2,"PHI","DAL",1,-10,"DAL"
"1356","2015_02_DEN_KC",2015,2,"KC","DEN",3,-7,"DEN"
"1357","2015_02_DET_MIN",2015,2,"MIN","DET",3,10,"MIN"
"1358","2015_02_HOU_CAR",2015,2,"CAR","HOU",3,7,"CAR"
"1359","2015_02_MIA_JAX",2015,2,"JAX","MIA",2,3,"JAX"
"1360","2015_02_NE_BUF",2015,2,"BUF","NE",5,-8,"NE"
"1361","2015_02_NYJ_IND",2015,2,"IND","NYJ",1,-13,"NYJ"
"1362","2015_02_SD_CIN",2015,2,"CIN","LAC",3,5,"CIN"
"1363","2015_02_SEA_GB",2015,2,"GB","SEA",2,10,"GB"
"1364","2015_02_SF_PIT",2015,2,"PIT","SF",6,25,"PIT"
"1365","2015_02_STL_WAS",2015,2,"WAS","LA",3,14,"WAS"
"1366","2015_02_TB_NO",2015,2,"NO","TB",3,-7,"TB"
"1367","2015_02_TEN_CLE",2015,2,"CLE","TEN",4,14,"CLE"
"1368","2015_03_ATL_DAL",2015,3,"DAL","ATL",4,-11,"ATL"
"1369","2015_03_BUF_MIA",2015,3,"MIA","BUF",2,-27,"BUF"
"1370","2015_03_CHI_SEA",2015,3,"SEA","CHI",2,26,"SEA"
"1371","2015_03_CIN_BAL",2015,3,"BAL","CIN",3,-4,"CIN"
"1372","2015_03_DEN_DET",2015,3,"DET","DEN",2,-12,"DEN"
"1373","2015_03_IND_TEN",2015,3,"TEN","IND",4,-2,"IND"
"1374","2015_03_JAX_NE",2015,3,"NE","JAX",6,34,"NE"
"1375","2015_03_KC_GB",2015,3,"GB","KC",5,10,"GB"
"1376","2015_03_NO_CAR",2015,3,"CAR","NO",3,5,"CAR"
"1377","2015_03_OAK_CLE",2015,3,"CLE","LV",2,-7,"LV"
"1378","2015_03_PHI_NYJ",2015,3,"NYJ","PHI",2,-7,"PHI"
"1379","2015_03_PIT_STL",2015,3,"LA","PIT",0,-6,"PIT"
"1380","2015_03_SD_MIN",2015,3,"MIN","LAC",4,17,"MIN"
"1381","2015_03_SF_ARI",2015,3,"ARI","SF",6,40,"ARI"
"1382","2015_03_TB_HOU",2015,3,"HOU","TB",2,10,"HOU"
"1383","2015_03_WAS_NYG",2015,3,"NYG","WAS",3,11,"NYG"
"1384","2015_04_BAL_PIT",2015,4,"PIT","BAL",2,-3,"BAL"
"1385","2015_04_CAR_TB",2015,4,"TB","CAR",3,-14,"CAR"
"1386","2015_04_CLE_SD",2015,4,"LAC","CLE",3,3,"LAC"
"1387","2015_04_DAL_NO",2015,4,"NO","DAL",3,6,"NO"
"1388","2015_04_DET_SEA",2015,4,"SEA","DET",1,3,"SEA"
"1389","2015_04_GB_SF",2015,4,"SF","GB",0,-14,"GB"
"1390","2015_04_HOU_ATL",2015,4,"ATL","HOU",7,27,"ATL"
"1391","2015_04_JAX_IND",2015,4,"IND","JAX",1,3,"IND"
"1392","2015_04_KC_CIN",2015,4,"CIN","KC",5,15,"CIN"
"1393","2015_04_MIN_DEN",2015,4,"DEN","MIN",2,3,"DEN"
"1394","2015_04_NYG_BUF",2015,4,"BUF","NYG",1,-14,"NYG"
"1395","2015_04_NYJ_MIA",2015,4,"MIA","NYJ",2,-13,"NYJ"
"1396","2015_04_OAK_CHI",2015,4,"CHI","LV",2,2,"CHI"
"1397","2015_04_PHI_WAS",2015,4,"WAS","PHI",2,3,"WAS"
"1398","2015_04_STL_ARI",2015,4,"ARI","LA",1,-2,"LA"
"1399","2015_05_ARI_DET",2015,5,"DET","ARI",2,-25,"ARI"
"1400","2015_05_BUF_TEN",2015,5,"TEN","BUF",1,-1,"BUF"
"1401","2015_05_CHI_KC",2015,5,"KC","CHI",2,-1,"CHI"
"1402","2015_05_CLE_BAL",2015,5,"BAL","CLE",4,-3,"CLE"
"1403","2015_05_DEN_OAK",2015,5,"LV","DEN",1,-6,"DEN"
"1404","2015_05_IND_HOU",2015,5,"HOU","IND",2,-7,"IND"
"1405","2015_05_JAX_TB",2015,5,"TB","JAX",4,7,"TB"
"1406","2015_05_NE_DAL",2015,5,"DAL","NE",0,-24,"NE"
"1407","2015_05_NO_PHI",2015,5,"PHI","NO",4,22,"PHI"
"1408","2015_05_PIT_SD",2015,5,"LAC","PIT",2,-4,"PIT"
"1409","2015_05_SEA_CIN",2015,5,"CIN","SEA",3,3,"CIN"
"1410","2015_05_SF_NYG",2015,5,"NYG","SF",3,3,"NYG"
"1411","2015_05_STL_GB",2015,5,"GB","LA",3,14,"GB"
"1412","2015_05_WAS_ATL",2015,5,"ATL","WAS",3,6,"ATL"
"1413","2015_06_ARI_PIT",2015,6,"PIT","ARI",2,12,"PIT"
"1414","2015_06_ATL_NO",2015,6,"NO","ATL",4,10,"NO"
"1415","2015_06_BAL_SF",2015,6,"SF","BAL",2,5,"SF"
"1416","2015_06_CAR_SEA",2015,6,"SEA","CAR",2,-4,"CAR"
"1417","2015_06_CHI_DET",2015,6,"DET","CHI",4,3,"DET"
"1418","2015_06_CIN_BUF",2015,6,"BUF","CIN",3,-13,"CIN"
"1419","2015_06_DEN_CLE",2015,6,"CLE","DEN",3,-3,"DEN"
"1420","2015_06_HOU_JAX",2015,6,"JAX","HOU",3,-11,"HOU"
"1421","2015_06_KC_MIN",2015,6,"MIN","KC",1,6,"MIN"
"1422","2015_06_MIA_TEN",2015,6,"TEN","MIA",1,-28,"MIA"
"1423","2015_06_NE_IND",2015,6,"IND","NE",4,-7,"NE"
"1424","2015_06_NYG_PHI",2015,6,"PHI","NYG",3,20,"PHI"
"1425","2015_06_SD_GB",2015,6,"GB","LAC",3,7,"GB"
"1426","2015_06_WAS_NYJ",2015,6,"NYJ","WAS",4,14,"NYJ"
"1427","2015_07_ATL_TEN",2015,7,"TEN","ATL",1,-3,"ATL"
"1428","2015_07_BAL_ARI",2015,7,"ARI","BAL",3,8,"ARI"
"1429","2015_07_BUF_JAX",2015,7,"JAX","BUF",5,3,"JAX"
"1430","2015_07_CLE_STL",2015,7,"LA","CLE",3,18,"LA"
"1431","2015_07_DAL_NYG",2015,7,"NYG","DAL",3,7,"NYG"
"1432","2015_07_HOU_MIA",2015,7,"MIA","HOU",6,18,"MIA"
"1433","2015_07_MIN_DET",2015,7,"DET","MIN",2,-9,"MIN"
"1434","2015_07_NO_IND",2015,7,"IND","NO",3,-6,"NO"
"1435","2015_07_NYJ_NE",2015,7,"NE","NYJ",3,7,"NE"
"1436","2015_07_OAK_SD",2015,7,"LAC","LV",3,-8,"LV"
"1437","2015_07_PHI_CAR",2015,7,"CAR","PHI",3,11,"CAR"
"1438","2015_07_PIT_KC",2015,7,"KC","PIT",2,10,"KC"
"1439","2015_07_SEA_SF",2015,7,"SF","SEA",0,-17,"SEA"
"1440","2015_07_TB_WAS",2015,7,"WAS","TB",4,1,"WAS"
"1441","2015_08_ARI_CLE",2015,8,"CLE","ARI",3,-14,"ARI"
"1442","2015_08_CIN_PIT",2015,8,"PIT","CIN",1,-6,"CIN"
"1443","2015_08_DET_KC",2015,8,"KC","DET",6,35,"KC"
"1444","2015_08_GB_DEN",2015,8,"DEN","GB",3,19,"DEN"
"1445","2015_08_IND_CAR",2015,8,"CAR","IND",3,3,"CAR"
"1446","2015_08_MIA_NE",2015,8,"NE","MIA",4,29,"NE"
"1447","2015_08_MIN_CHI",2015,8,"CHI","MIN",2,-3,"MIN"
"1448","2015_08_NYG_NO",2015,8,"NO","NYG",7,3,"NO"
"1449","2015_08_NYJ_OAK",2015,8,"LV","NYJ",4,14,"LV"
"1450","2015_08_SD_BAL",2015,8,"BAL","LAC",2,3,"BAL"
"1451","2015_08_SEA_DAL",2015,8,"DAL","SEA",0,-1,"SEA"
"1452","2015_08_SF_STL",2015,8,"LA","SF",3,21,"LA"
"1453","2015_08_TB_ATL",2015,8,"ATL","TB",2,-3,"TB"
"1454","2015_08_TEN_HOU",2015,8,"HOU","TEN",2,14,"HOU"
"1455","2015_09_ATL_SF",2015,9,"SF","ATL",2,1,"SF"
"1456","2015_09_CHI_SD",2015,9,"LAC","CHI",2,-3,"CHI"
"1457","2015_09_CLE_CIN",2015,9,"CIN","CLE",4,21,"CIN"
"1458","2015_09_DEN_IND",2015,9,"IND","DEN",3,3,"IND"
"1459","2015_09_GB_CAR",2015,9,"CAR","GB",4,8,"CAR"
"1460","2015_09_JAX_NYJ",2015,9,"NYJ","JAX",4,5,"NYJ"
"1461","2015_09_MIA_BUF",2015,9,"BUF","MIA",4,16,"BUF"
"1462","2015_09_NYG_TB",2015,9,"TB","NYG",1,-14,"NYG"
"1463","2015_09_OAK_PIT",2015,9,"PIT","LV",4,3,"PIT"
"1464","2015_09_PHI_DAL",2015,9,"DAL","PHI",3,-6,"PHI"
"1465","2015_09_STL_MIN",2015,9,"MIN","LA",2,3,"MIN"
"1466","2015_09_TEN_NO",2015,9,"NO","TEN",4,-6,"TEN"
"1467","2015_09_WAS_NE",2015,9,"NE","WAS",3,17,"NE"
"1468","2015_10_ARI_SEA",2015,10,"SEA","ARI",4,-7,"ARI"
"1469","2015_10_BUF_NYJ",2015,10,"NYJ","BUF",2,-5,"BUF"
"1470","2015_10_CAR_TEN",2015,10,"TEN","CAR",1,-17,"CAR"
"1471","2015_10_CHI_STL",2015,10,"LA","CHI",1,-24,"CHI"
"1472","2015_10_CLE_PIT",2015,10,"PIT","CLE",3,21,"PIT"
"1473","2015_10_DAL_TB",2015,10,"TB","DAL",1,4,"TB"
"1474","2015_10_DET_GB",2015,10,"GB","DET",2,-2,"DET"
"1475","2015_10_HOU_CIN",2015,10,"CIN","HOU",0,-4,"HOU"
"1476","2015_10_JAX_BAL",2015,10,"BAL","JAX",3,-2,"JAX"
"1477","2015_10_KC_DEN",2015,10,"DEN","KC",2,-16,"KC"
"1478","2015_10_MIA_PHI",2015,10,"PHI","MIA",2,-1,"MIA"
"1479","2015_10_MIN_OAK",2015,10,"LV","MIN",2,-16,"MIN"
"1480","2015_10_NE_NYG",2015,10,"NYG","NE",2,-1,"NE"
"1481","2015_10_NO_WAS",2015,10,"WAS","NO",5,33,"WAS"
"1482","2015_11_BUF_NE",2015,11,"NE","BUF",2,7,"NE"
"1483","2015_11_CIN_ARI",2015,11,"ARI","CIN",4,3,"ARI"
"1484","2015_11_DAL_MIA",2015,11,"MIA","DAL",2,-10,"DAL"
"1485","2015_11_DEN_CHI",2015,11,"CHI","DEN",1,-2,"DEN"
"1486","2015_11_GB_MIN",2015,11,"MIN","GB",2,-17,"GB"
"1487","2015_11_IND_ATL",2015,11,"ATL","IND",3,-3,"IND"
"1488","2015_11_KC_SD",2015,11,"LAC","KC",0,-30,"KC"
"1489","2015_11_NYJ_HOU",2015,11,"HOU","NYJ",3,7,"HOU"
"1490","2015_11_OAK_DET",2015,11,"DET","LV",1,5,"DET"
"1491","2015_11_SF_SEA",2015,11,"SEA","SF",4,16,"SEA"
"1492","2015_11_STL_BAL",2015,11,"BAL","LA",1,3,"BAL"
"1493","2015_11_TB_PHI",2015,11,"PHI","TB",2,-28,"TB"
"1494","2015_11_TEN_JAX",2015,11,"JAX","TEN",1,6,"JAX"
"1495","2015_11_WAS_CAR",2015,11,"CAR","WAS",5,28,"CAR"
"1496","2015_12_ARI_SF",2015,12,"SF","ARI",1,-6,"ARI"
"1497","2015_12_BAL_CLE",2015,12,"CLE","BAL",3,-6,"BAL"
"1498","2015_12_BUF_KC",2015,12,"KC","BUF",3,8,"KC"
"1499","2015_12_CAR_DAL",2015,12,"DAL","CAR",1,-19,"CAR"
"1500","2015_12_CHI_GB",2015,12,"GB","CHI",1,-4,"CHI"
"1501","2015_12_MIA_NYJ",2015,12,"NYJ","MIA",5,18,"NYJ"
"1502","2015_12_MIN_ATL",2015,12,"ATL","MIN",1,-10,"MIN"
"1503","2015_12_NE_DEN",2015,12,"DEN","NE",4,6,"DEN"
"1504","2015_12_NO_HOU",2015,12,"HOU","NO",3,18,"HOU"
"1505","2015_12_NYG_WAS",2015,12,"WAS","NYG",2,6,"WAS"
"1506","2015_12_OAK_TEN",2015,12,"TEN","LV",3,-3,"LV"
