"","game_id","team","point_diff","week","season"
"1641","2016_03_DET_GB","GB",7,3,2016
"1642","2016_03_HOU_NE","NE",27,3,2016
"1643","2016_03_LA_TB","TB",-5,3,2016
"1644","2016_03_MIN_CAR","CAR",-12,3,2016
"1645","2016_03_NYJ_KC","KC",21,3,2016
"1646","2016_03_OAK_TEN","TEN",-7,3,2016
"1647","2016_03_PIT_PHI","PHI",31,3,2016
"1648","2016_03_SD_IND","IND",4,3,2016
"1649","2016_03_SF_SEA","SEA",19,3,2016
"1650","2016_03_WAS_NYG","NYG",-2,3,2016
"1651","2016_04_BUF_NE","NE",-16,4,2016
"1652","2016_04_CAR_ATL","ATL",15,4,2016
"1653","2016_04_CLE_WAS","WAS",11,4,2016
"1654","2016_04_DAL_SF","SF",-7,4,2016
"1655","2016_04_DEN_TB","TB",-20,4,2016
"1656","2016_04_DET_CHI","CHI",3,4,2016
"1657","2016_04_IND_JAX","JAX",3,4,2016
"1658","2016_04_KC_PIT","PIT",29,4,2016
"1659","2016_04_LA_ARI","ARI",-4,4,2016
"1660","2016_04_MIA_CIN","CIN",15,4,2016
"1661","2016_04_NO_SD","LAC",-1,4,2016
"1662","2016_04_NYG_MIN","MIN",14,4,2016
"1663","2016_04_OAK_BAL","BAL",-1,4,2016
"1664","2016_04_SEA_NYJ","NYJ",-10,4,2016
"1665","2016_04_TEN_HOU","HOU",7,4,2016
"1666","2016_05_ARI_SF","SF",-12,5,2016
"1667","2016_05_ATL_DEN","DEN",-7,5,2016
"1668","2016_05_BUF_LA","LA",-11,5,2016
"1669","2016_05_CHI_IND","IND",6,5,2016
"1670","2016_05_CIN_DAL","DAL",14,5,2016
"1671","2016_05_HOU_MIN","MIN",18,5,2016
"1672","2016_05_NE_CLE","CLE",-20,5,2016
"1673","2016_05_NYG_GB","GB",7,5,2016
"1674","2016_05_NYJ_PIT","PIT",18,5,2016
"1675","2016_05_PHI_DET","DET",1,5,2016
"1676","2016_05_SD_OAK","LV",3,5,2016
"1677","2016_05_TB_CAR","CAR",-3,5,2016
"1678","2016_05_TEN_MIA","MIA",-13,5,2016
"1679","2016_05_WAS_BAL","BAL",-6,5,2016
"1680","2016_06_ATL_SEA","SEA",2,6,2016
"1681","2016_06_BAL_NYG","NYG",4,6,2016
"1682","2016_06_CAR_NO","NO",3,6,2016
"1683","2016_06_CIN_NE","NE",18,6,2016
"1684","2016_06_CLE_TEN","TEN",2,6,2016
"1685","2016_06_DAL_GB","GB",-14,6,2016
"1686","2016_06_DEN_SD","LAC",8,6,2016
"1687","2016_06_IND_HOU","HOU",3,6,2016
"1688","2016_06_JAX_CHI","CHI",-1,6,2016
"1689","2016_06_KC_OAK","LV",-16,6,2016
"1690","2016_06_LA_DET","DET",3,6,2016
"1691","2016_06_NYJ_ARI","ARI",25,6,2016
"1692","2016_06_PHI_WAS","WAS",7,6,2016
"1693","2016_06_PIT_MIA","MIA",15,6,2016
"1694","2016_06_SF_BUF","BUF",29,6,2016
"1695","2016_07_BAL_NYJ","NYJ",8,7,2016
"1696","2016_07_BUF_MIA","MIA",3,7,2016
"1697","2016_07_CHI_GB","GB",16,7,2016
"1698","2016_07_CLE_CIN","CIN",14,7,2016
"1699","2016_07_HOU_DEN","DEN",18,7,2016
"1700","2016_07_IND_TEN","TEN",-8,7,2016
"1701","2016_07_MIN_PHI","PHI",11,7,2016
"1702","2016_07_NE_PIT","PIT",-11,7,2016
"1703","2016_07_NO_KC","KC",6,7,2016
"1704","2016_07_NYG_LA","LA",-7,7,2016
"1705","2016_07_OAK_JAX","JAX",-17,7,2016
"1706","2016_07_SD_ATL","ATL",-3,7,2016
"1707","2016_07_SEA_ARI","ARI",0,7,2016
"1708","2016_07_TB_SF","SF",-17,7,2016
"1709","2016_07_WAS_DET","DET",3,7,2016
"1710","2016_08_ARI_CAR","CAR",10,8,2016
"1711","2016_08_DET_HOU","HOU",7,8,2016
"1712","2016_08_GB_ATL","ATL",1,8,2016
"1713","2016_08_JAX_TEN","TEN",14,8,2016
"1714","2016_08_KC_IND","IND",-16,8,2016
"1715","2016_08_MIN_CHI","CHI",10,8,2016
"1716","2016_08_NE_BUF","BUF",-16,8,2016
"1717","2016_08_NYJ_CLE","CLE",-3,8,2016
"1718","2016_08_OAK_TB","TB",-6,8,2016
"1719","2016_08_PHI_DAL","DAL",6,8,2016
"1720","2016_08_SD_DEN","DEN",8,8,2016
"1721","2016_08_SEA_NO","NO",5,8,2016
"1722","2016_08_WAS_CIN","CIN",0,8,2016
"1723","2016_09_ATL_TB","TB",-15,9,2016
"1724","2016_09_BUF_SEA","SEA",6,9,2016
"1725","2016_09_CAR_LA","LA",-3,9,2016
"1726","2016_09_DAL_CLE","CLE",-25,9,2016
"1727","2016_09_DEN_OAK","LV",10,9,2016
"1728","2016_09_DET_MIN","MIN",-6,9,2016
"1729","2016_09_IND_GB","GB",-5,9,2016
"1730","2016_09_JAX_KC","KC",5,9,2016
"1731","2016_09_NO_SF","SF",-18,9,2016
"1732","2016_09_NYJ_MIA","MIA",4,9,2016
"1733","2016_09_PHI_NYG","NYG",5,9,2016
"1734","2016_09_PIT_BAL","BAL",7,9,2016
"1735","2016_09_TEN_SD","LAC",8,9,2016
"1736","2016_10_ATL_PHI","PHI",9,10,2016
"1737","2016_10_CHI_TB","TB",26,10,2016
"1738","2016_10_CIN_NYG","NYG",1,10,2016
"1739","2016_10_CLE_BAL","BAL",21,10,2016
"1740","2016_10_DAL_PIT","PIT",-5,10,2016
"1741","2016_10_DEN_NO","NO",-2,10,2016
"1742","2016_10_GB_TEN","TEN",22,10,2016
"1743","2016_10_HOU_JAX","JAX",-3,10,2016
"1744","2016_10_KC_CAR","CAR",-3,10,2016
"1745","2016_10_LA_NYJ","NYJ",-3,10,2016
"1746","2016_10_MIA_SD","LAC",-7,10,2016
"1747","2016_10_MIN_WAS","WAS",6,10,2016
"1748","2016_10_SEA_NE","NE",-7,10,2016
"1749","2016_10_SF_ARI","ARI",3,10,2016
"1750","2016_11_ARI_MIN","MIN",6,11,2016
"1751","2016_11_BAL_DAL","DAL",10,11,2016
"1752","2016_11_BUF_CIN","CIN",-4,11,2016
"1753","2016_11_CHI_NYG","NYG",6,11,2016
"1754","2016_11_GB_WAS","WAS",18,11,2016
"1755","2016_11_HOU_OAK","LV",7,11,2016
"1756","2016_11_JAX_DET","DET",7,11,2016
"1757","2016_11_MIA_LA","LA",-4,11,2016
"1758","2016_11_NE_SF","SF",-13,11,2016
"1759","2016_11_NO_CAR","CAR",3,11,2016
"1760","2016_11_PHI_SEA","SEA",11,11,2016
"1761","2016_11_PIT_CLE","CLE",-15,11,2016
"1762","2016_11_TB_KC","KC",-2,11,2016
"1763","2016_11_TEN_IND","IND",7,11,2016
"1764","2016_12_ARI_ATL","ATL",19,12,2016
"1765","2016_12_CAR_OAK","LV",3,12,2016
"1766","2016_12_CIN_BAL","BAL",5,12,2016
"1767","2016_12_GB_PHI","PHI",-14,12,2016
"1768","2016_12_JAX_BUF","BUF",7,12,2016
"1769","2016_12_KC_DEN","DEN",-3,12,2016
"1770","2016_12_LA_NO","NO",28,12,2016
"1771","2016_12_MIN_DET","DET",3,12,2016
"1772","2016_12_NE_NYJ","NYJ",-5,12,2016
"1773","2016_12_NYG_CLE","CLE",-14,12,2016
"1774","2016_12_PIT_IND","IND",-21,12,2016
"1775","2016_12_SD_HOU","HOU",-8,12,2016
"1776","2016_12_SEA_TB","TB",9,12,2016
"1777","2016_12_SF_MIA","MIA",7,12,2016
"1778","2016_12_TEN_CHI","CHI",-6,12,2016
"1779","2016_12_WAS_DAL","DAL",5,12,2016
"1780","2016_13_BUF_OAK","LV",14,13,2016
"1781","2016_13_CAR_SEA","SEA",33,13,2016
"1782","2016_13_DAL_MIN","MIN",-2,13,2016
"1783","2016_13_DEN_JAX","JAX",-10,13,2016
"1784","2016_13_DET_NO","NO",-15,13,2016
"1785","2016_13_HOU_GB","GB",8,13,2016
"1786","2016_13_IND_NYJ","NYJ",-31,13,2016
"1787","2016_13_KC_ATL","ATL",-1,13,2016
"1788","2016_13_LA_NE","NE",16,13,2016
"1789","2016_13_MIA_BAL","BAL",32,13,2016
"1790","2016_13_NYG_PIT","PIT",10,13,2016
"1791","2016_13_PHI_CIN","CIN",18,13,2016
"1792","2016_13_SF_CHI","CHI",20,13,2016
"1793","2016_13_TB_SD","LAC",-7,13,2016
"1794","2016_13_WAS_ARI","ARI",8,13,2016
"1795","2016_14_ARI_MIA","MIA",3,14,2016
"1796","2016_14_ATL_LA","LA",-28,14,2016
"1797","2016_14_BAL_NE","NE",7,14,2016
"1798","2016_14_CHI_DET","DET",3,14,2016
"1799","2016_14_CIN_CLE","CLE",-13,14,2016
"1800","2016_14_DAL_NYG","NYG",3,14,2016
"1801","2016_14_DEN_TEN","TEN",3,14,2016
"1802","2016_14_HOU_IND","IND",-5,14,2016
"1803","2016_14_MIN_JAX","JAX",-9,14,2016
"1804","2016_14_NO_TB","TB",5,14,2016
"1805","2016_14_NYJ_SF","SF",-6,14,2016
"1806","2016_14_OAK_KC","KC",8,14,2016
"1807","2016_14_PIT_BUF","BUF",-7,14,2016
"1808","2016_14_SD_CAR","CAR",12,14,2016
"1809","2016_14_SEA_GB","GB",28,14,2016
"1810","2016_14_WAS_PHI","PHI",-5,14,2016
"1811","2016_15_CAR_WAS","WAS",-11,15,2016
"1812","2016_15_CLE_BUF","BUF",20,15,2016
"1813","2016_15_DET_NYG","NYG",11,15,2016
"1814","2016_15_GB_CHI","CHI",-3,15,2016
"1815","2016_15_IND_MIN","MIN",-28,15,2016
"1816","2016_15_JAX_HOU","HOU",1,15,2016
"1817","2016_15_LA_SEA","SEA",21,15,2016
"1818","2016_15_MIA_NYJ","NYJ",-21,15,2016
"1819","2016_15_NE_DEN","DEN",-13,15,2016
"1820","2016_15_NO_ARI","ARI",-7,15,2016
"1821","2016_15_OAK_SD","LAC",-3,15,2016
"1822","2016_15_PHI_BAL","BAL",1,15,2016
"1823","2016_15_PIT_CIN","CIN",-4,15,2016
"1824","2016_15_SF_ATL","ATL",28,15,2016
"1825","2016_15_TB_DAL","DAL",6,15,2016
"1826","2016_15_TEN_KC","KC",-2,15,2016
"1827","2016_16_ARI_SEA","SEA",-3,16,2016
"1828","2016_16_ATL_CAR","CAR",-17,16,2016
"1829","2016_16_BAL_PIT","PIT",4,16,2016
"1830","2016_16_CIN_HOU","HOU",2,16,2016
"1831","2016_16_DEN_KC","KC",23,16,2016
"1832","2016_16_DET_DAL","DAL",21,16,2016
"1833","2016_16_IND_OAK","LV",8,16,2016
"1834","2016_16_MIA_BUF","BUF",-3,16,2016
"1835","2016_16_MIN_GB","GB",13,16,2016
"1836","2016_16_NYG_PHI","PHI",5,16,2016
"1837","2016_16_NYJ_NE","NE",38,16,2016
"1838","2016_16_SD_CLE","CLE",3,16,2016
"1839","2016_16_SF_LA","LA",-1,16,2016
"1840","2016_16_TB_NO","NO",7,16,2016
"1841","2016_16_TEN_JAX","JAX",21,16,2016
"1842","2016_16_WAS_CHI","CHI",-20,16,2016
"1843","2016_17_ARI_LA","LA",-38,17,2016
"1844","2016_17_BAL_CIN","CIN",17,17,2016
"1845","2016_17_BUF_NYJ","NYJ",20,17,2016
"1846","2016_17_CAR_TB","TB",1,17,2016
"1847","2016_17_CHI_MIN","MIN",28,17,2016
"1848","2016_17_CLE_PIT","PIT",3,17,2016
"1849","2016_17_DAL_PHI","PHI",14,17,2016
"1850","2016_17_GB_DET","DET",-7,17,2016
"1851","2016_17_HOU_TEN","TEN",7,17,2016
"1852","2016_17_JAX_IND","IND",4,17,2016
"1853","2016_17_KC_SD","LAC",-10,17,2016
"1854","2016_17_NE_MIA","MIA",-21,17,2016
"1855","2016_17_NO_ATL","ATL",6,17,2016
"1856","2016_17_NYG_WAS","WAS",-9,17,2016
"1857","2016_17_OAK_DEN","DEN",18,17,2016
"1858","2016_17_SEA_SF","SF",-2,17,2016
"1859","2016_18_DET_SEA","SEA",20,18,2016
"1860","2016_18_MIA_PIT","PIT",18,18,2016
"1861","2016_18_NYG_GB","GB",25,18,2016
"1862","2016_18_OAK_HOU","HOU",13,18,2016
"1863","2016_19_GB_DAL","DAL",-3,19,2016
"1864","2016_19_HOU_NE","NE",18,19,2016
"1865","2016_19_PIT_KC","KC",-2,19,2016
"1866","2016_19_SEA_ATL","ATL",16,19,2016
"1867","2016_20_GB_ATL","ATL",23,20,2016
"1868","2016_20_PIT_NE","NE",19,20,2016
"1869","2016_21_NE_ATL","ATL",-6,21,2016
"1870","2017_01_ARI_DET","DET",12,1,2017
"1871","2017_01_ATL_CHI","CHI",-6,1,2017
"1872","2017_01_BAL_CIN","CIN",-20,1,2017
"1873","2017_01_CAR_SF","SF",-20,1,2017
"1874","2017_01_IND_LA","LA",37,1,2017
"1875","2017_01_JAX_HOU","HOU",-22,1,2017
"1876","2017_01_KC_NE","NE",-15,1,2017
"1877","2017_01_LAC_DEN","DEN",3,1,2017
"1878","2017_01_NO_MIN","MIN",10,1,2017
"1879","2017_01_NYG_DAL","DAL",16,1,2017
"1880","2017_01_NYJ_BUF","BUF",9,1,2017
"1881","2017_01_OAK_TEN","TEN",-10,1,2017
"1882","2017_01_PHI_WAS","WAS",-13,1,2017
"1883","2017_01_PIT_CLE","CLE",-3,1,2017
"1884","2017_01_SEA_GB","GB",8,1,2017
"1885","2017_02_ARI_IND","IND",-3,2,2017
"1886","2017_02_BUF_CAR","CAR",6,2,2017
"1887","2017_02_CHI_TB","TB",22,2,2017
"1888","2017_02_CLE_BAL","BAL",14,2,2017
"1889","2017_02_DAL_DEN","DEN",25,2,2017
"1890","2017_02_DET_NYG","NYG",-14,2,2017
"1891","2017_02_GB_ATL","ATL",11,2,2017
"1892","2017_02_HOU_CIN","CIN",-4,2,2017
"1893","2017_02_MIA_LAC","LAC",-2,2,2017
"1894","2017_02_MIN_PIT","PIT",17,2,2017
"1895","2017_02_NE_NO","NO",-16,2,2017
"1896","2017_02_NYJ_OAK","LV",25,2,2017
"1897","2017_02_PHI_KC","KC",7,2,2017
"1898","2017_02_SF_SEA","SEA",3,2,2017
"1899","2017_02_TEN_JAX","JAX",-21,2,2017
"1900","2017_02_WAS_LA","LA",-7,2,2017
"1901","2017_03_ATL_DET","DET",-4,3,2017
"1902","2017_03_BAL_JAX","JAX",37,3,2017
"1903","2017_03_CIN_GB","GB",3,3,2017
"1904","2017_03_CLE_IND","IND",3,3,2017
"1905","2017_03_DAL_ARI","ARI",-11,3,2017
"1906","2017_03_DEN_BUF","BUF",10,3,2017
"1907","2017_03_HOU_NE","NE",3,3,2017
"1908","2017_03_KC_LAC","LAC",-14,3,2017
"1909","2017_03_LA_SF","SF",-2,3,2017
"1910","2017_03_MIA_NYJ","NYJ",14,3,2017
"1911","2017_03_NO_CAR","CAR",-21,3,2017
"1912","2017_03_NYG_PHI","PHI",3,3,2017
"1913","2017_03_OAK_WAS","WAS",17,3,2017
"1914","2017_03_PIT_CHI","CHI",6,3,2017
"1915","2017_03_SEA_TEN","TEN",6,3,2017
"1916","2017_03_TB_MIN","MIN",17,3,2017
"1917","2017_04_BUF_ATL","ATL",-6,4,2017
"1918","2017_04_CAR_NE","NE",-3,4,2017
"1919","2017_04_CHI_GB","GB",21,4,2017
"1920","2017_04_CIN_CLE","CLE",-24,4,2017
"1921","2017_04_DET_MIN","MIN",-7,4,2017
"1922","2017_04_IND_SEA","SEA",28,4,2017
"1923","2017_04_JAX_NYJ","NYJ",3,4,2017
"1924","2017_04_LA_DAL","DAL",-5,4,2017
"1925","2017_04_NO_MIA","MIA",-20,4,2017
"1926","2017_04_NYG_TB","TB",2,4,2017
"1927","2017_04_OAK_DEN","DEN",6,4,2017
"1928","2017_04_PHI_LAC","LAC",-2,4,2017
"1929","2017_04_PIT_BAL","BAL",-17,4,2017
"1930","2017_04_SF_ARI","ARI",3,4,2017
"1931","2017_04_TEN_HOU","HOU",43,4,2017
"1932","2017_04_WAS_KC","KC",9,4,2017
"1933","2017_05_ARI_PHI","PHI",27,5,2017
"1934","2017_05_BAL_OAK","LV",-13,5,2017
"1935","2017_05_BUF_CIN","CIN",4,5,2017
"1936","2017_05_CAR_DET","DET",-3,5,2017
"1937","2017_05_GB_DAL","DAL",-4,5,2017
"1938","2017_05_JAX_PIT","PIT",-21,5,2017
"1939","2017_05_KC_HOU","HOU",-8,5,2017
"1940","2017_05_LAC_NYG","NYG",-5,5,2017
"1941","2017_05_MIN_CHI","CHI",-3,5,2017
"1942","2017_05_NE_TB","TB",-5,5,2017
"1943","2017_05_NYJ_CLE","CLE",-3,5,2017
"1944","2017_05_SEA_LA","LA",-6,5,2017
"1945","2017_05_SF_IND","IND",3,5,2017
"1946","2017_05_TEN_MIA","MIA",6,5,2017
"1947","2017_06_CHI_BAL","BAL",-3,6,2017
"1948","2017_06_CLE_HOU","HOU",16,6,2017
"1949","2017_06_DET_NO","NO",14,6,2017
"1950","2017_06_GB_MIN","MIN",13,6,2017
"1951","2017_06_IND_TEN","TEN",14,6,2017
"1952","2017_06_LAC_OAK","LV",-1,6,2017
"1953","2017_06_LA_JAX","JAX",-10,6,2017
"1954","2017_06_MIA_ATL","ATL",-3,6,2017
"1955","2017_06_NE_NYJ","NYJ",-7,6,2017
"1956","2017_06_NYG_DEN","DEN",-13,6,2017
"1957","2017_06_PHI_CAR","CAR",-5,6,2017
"1958","2017_06_PIT_KC","KC",-6,6,2017
"1959","2017_06_SF_WAS","WAS",2,6,2017
"1960","2017_06_TB_ARI","ARI",5,6,2017
"1961","2017_07_ARI_LA","LA",33,7,2017
"1962","2017_07_ATL_NE","NE",16,7,2017
"1963","2017_07_BAL_MIN","MIN",8,7,2017
"1964","2017_07_CAR_CHI","CHI",14,7,2017
"1965","2017_07_CIN_PIT","PIT",15,7,2017
"1966","2017_07_DAL_SF","SF",-30,7,2017
"1967","2017_07_DEN_LAC","LAC",21,7,2017
"1968","2017_07_JAX_IND","IND",-27,7,2017
"1969","2017_07_KC_OAK","LV",1,7,2017
"1970","2017_07_NO_GB","GB",-9,7,2017
"1971","2017_07_NYJ_MIA","MIA",3,7,2017
"1972","2017_07_SEA_NYG","NYG",-17,7,2017
"1973","2017_07_TB_BUF","BUF",3,7,2017
"1974","2017_07_TEN_CLE","CLE",-3,7,2017
"1975","2017_07_WAS_PHI","PHI",10,7,2017
"1976","2017_08_ATL_NYJ","NYJ",-5,8,2017
"1977","2017_08_CAR_TB","TB",-14,8,2017
"1978","2017_08_CHI_NO","NO",8,8,2017
"1979","2017_08_DAL_WAS","WAS",-14,8,2017
"1980","2017_08_DEN_KC","KC",10,8,2017
"1981","2017_08_HOU_SEA","SEA",3,8,2017
"1982","2017_08_IND_CIN","CIN",1,8,2017
"1983","2017_08_LAC_NE","NE",8,8,2017
"1984","2017_08_MIA_BAL","BAL",40,8,2017
"1985","2017_08_MIN_CLE","CLE",-17,8,2017
"1986","2017_08_OAK_BUF","BUF",20,8,2017
"1987","2017_08_PIT_DET","DET",-5,8,2017
"1988","2017_08_SF_PHI","PHI",23,8,2017
"1989","2017_09_ARI_SF","SF",-10,9,2017
"1990","2017_09_ATL_CAR","CAR",3,9,2017
"1991","2017_09_BAL_TEN","TEN",3,9,2017
"1992","2017_09_BUF_NYJ","NYJ",13,9,2017
"1993","2017_09_CIN_JAX","JAX",16,9,2017
"1994","2017_09_DEN_PHI","PHI",28,9,2017
"1995","2017_09_DET_GB","GB",-13,9,2017
"1996","2017_09_IND_HOU","HOU",-6,9,2017
"1997","2017_09_KC_DAL","DAL",11,9,2017
"1998","2017_09_LA_NYG","NYG",-34,9,2017
"1999","2017_09_OAK_MIA","MIA",-3,9,2017
"2000","2017_09_TB_NO","NO",20,9,2017
"2001","2017_09_WAS_SEA","SEA",-3,9,2017
"2002","2017_10_CIN_TEN","TEN",4,10,2017
"2003","2017_10_CLE_DET","DET",14,10,2017
"2004","2017_10_DAL_ATL","ATL",20,10,2017
"2005","2017_10_GB_CHI","CHI",-7,10,2017
"2006","2017_10_HOU_LA","LA",26,10,2017
"2007","2017_10_LAC_JAX","JAX",3,10,2017
"2008","2017_10_MIA_CAR","CAR",24,10,2017
"2009","2017_10_MIN_WAS","WAS",-8,10,2017
"2010","2017_10_NE_DEN","DEN",-25,10,2017
"2011","2017_10_NO_BUF","BUF",-37,10,2017
"2012","2017_10_NYG_SF","SF",10,10,2017
"2013","2017_10_NYJ_TB","TB",5,10,2017
"2014","2017_10_PIT_IND","IND",-3,10,2017
"2015","2017_10_SEA_ARI","ARI",-6,10,2017
"2016","2017_11_ARI_HOU","HOU",10,11,2017
"2017","2017_11_ATL_SEA","SEA",-3,11,2017
"2018","2017_11_BAL_GB","GB",-23,11,2017
"2019","2017_11_BUF_LAC","LAC",30,11,2017
"2020","2017_11_CIN_DEN","DEN",-3,11,2017
"2021","2017_11_DET_CHI","CHI",-3,11,2017
"2022","2017_11_JAX_CLE","CLE",-12,11,2017
"2023","2017_11_KC_NYG","NYG",3,11,2017
"2024","2017_11_LA_MIN","MIN",17,11,2017
"2025","2017_11_NE_OAK","LV",-25,11,2017
"2026","2017_11_PHI_DAL","DAL",-28,11,2017
"2027","2017_11_TB_MIA","MIA",-10,11,2017
"2028","2017_11_TEN_PIT","PIT",23,11,2017
"2029","2017_11_WAS_NO","NO",3,11,2017
"2030","2017_12_BUF_KC","KC",-6,12,2017
"2031","2017_12_CAR_NYJ","NYJ",-8,12,2017
"2032","2017_12_CHI_PHI","PHI",28,12,2017
"2033","2017_12_CLE_CIN","CIN",14,12,2017
"2034","2017_12_DEN_OAK","LV",7,12,2017
"2035","2017_12_GB_PIT","PIT",3,12,2017
"2036","2017_12_HOU_BAL","BAL",7,12,2017
"2037","2017_12_JAX_ARI","ARI",3,12,2017
"2038","2017_12_LAC_DAL","DAL",-22,12,2017
"2039","2017_12_MIA_NE","NE",18,12,2017
"2040","2017_12_MIN_DET","DET",-7,12,2017
"2041","2017_12_NO_LA","LA",6,12,2017
"2042","2017_12_NYG_WAS","WAS",10,12,2017
"2043","2017_12_SEA_SF","SF",-11,12,2017
"2044","2017_12_TB_ATL","ATL",14,12,2017
"2045","2017_12_TEN_IND","IND",-4,12,2017
"2046","2017_13_CAR_NO","NO",10,13,2017
"2047","2017_13_CLE_LAC","LAC",9,13,2017
"2048","2017_13_DEN_MIA","MIA",26,13,2017
"2049","2017_13_DET_BAL","BAL",24,13,2017
"2050","2017_13_HOU_TEN","TEN",11,13,2017
"2051","2017_13_IND_JAX","JAX",20,13,2017
"2052","2017_13_KC_NYJ","NYJ",7,13,2017
"2053","2017_13_LA_ARI","ARI",-16,13,2017
"2054","2017_13_MIN_ATL","ATL",-5,13,2017
"2055","2017_13_NE_BUF","BUF",-20,13,2017
"2056","2017_13_NYG_OAK","LV",7,13,2017
"2057","2017_13_PHI_SEA","SEA",14,13,2017
"2058","2017_13_PIT_CIN","CIN",-3,13,2017
"2059","2017_13_SF_CHI","CHI",-1,13,2017
"2060","2017_13_TB_GB","GB",6,13,2017
"2061","2017_13_WAS_DAL","DAL",24,13,2017
"2062","2017_14_BAL_PIT","PIT",1,14,2017
"2063","2017_14_CHI_CIN","CIN",-26,14,2017
"2064","2017_14_DAL_NYG","NYG",-20,14,2017
"2065","2017_14_DET_TB","TB",-3,14,2017
"2066","2017_14_GB_CLE","CLE",-6,14,2017
"2067","2017_14_IND_BUF","BUF",6,14,2017
"2068","2017_14_MIN_CAR","CAR",7,14,2017
"2069","2017_14_NE_MIA","MIA",7,14,2017
"2070","2017_14_NO_ATL","ATL",3,14,2017
"2071","2017_14_NYJ_DEN","DEN",23,14,2017
"2072","2017_14_OAK_KC","KC",11,14,2017
"2073","2017_14_PHI_LA","LA",-8,14,2017
"2074","2017_14_SEA_JAX","JAX",6,14,2017
"2075","2017_14_SF_HOU","HOU",-10,14,2017
"2076","2017_14_TEN_ARI","ARI",5,14,2017
"2077","2017_14_WAS_LAC","LAC",17,14,2017
"2078","2017_15_ARI_WAS","WAS",5,15,2017
"2079","2017_15_ATL_TB","TB",-3,15,2017
"2080","2017_15_BAL_CLE","CLE",-17,15,2017
"2081","2017_15_CHI_DET","DET",10,15,2017
"2082","2017_15_CIN_MIN","MIN",27,15,2017
"2083","2017_15_DAL_OAK","LV",-3,15,2017
"2084","2017_15_DEN_IND","IND",-12,15,2017
"2085","2017_15_GB_CAR","CAR",7,15,2017
"2086","2017_15_HOU_JAX","JAX",38,15,2017
"2087","2017_15_LAC_KC","KC",17,15,2017
"2088","2017_15_LA_SEA","SEA",-35,15,2017
"2089","2017_15_MIA_BUF","BUF",8,15,2017
"2090","2017_15_NE_PIT","PIT",-3,15,2017
"2091","2017_15_NYJ_NO","NO",12,15,2017
"2092","2017_15_PHI_NYG","NYG",-5,15,2017
"2093","2017_15_TEN_SF","SF",2,15,2017
"2094","2017_16_ATL_NO","NO",10,16,2017
"2095","2017_16_BUF_NE","NE",21,16,2017
"2096","2017_16_CLE_CHI","CHI",17,16,2017
"2097","2017_16_DEN_WAS","WAS",16,16,2017
"2098","2017_16_DET_CIN","CIN",9,16,2017
"2099","2017_16_IND_BAL","BAL",7,16,2017
"2100","2017_16_JAX_SF","SF",11,16,2017
"2101","2017_16_LAC_NYJ","NYJ",-7,16,2017
"2102","2017_16_LA_TEN","TEN",-4,16,2017
"2103","2017_16_MIA_KC","KC",16,16,2017
"2104","2017_16_MIN_GB","GB",-16,16,2017
"2105","2017_16_NYG_ARI","ARI",23,16,2017
"2106","2017_16_OAK_PHI","PHI",9,16,2017
"2107","2017_16_PIT_HOU","HOU",-28,16,2017
"2108","2017_16_SEA_DAL","DAL",-9,16,2017
"2109","2017_16_TB_CAR","CAR",3,16,2017
"2110","2017_17_ARI_SEA","SEA",-2,17,2017
"2111","2017_17_BUF_MIA","MIA",-6,17,2017
"2112","2017_17_CAR_ATL","ATL",12,17,2017
"2113","2017_17_CHI_MIN","MIN",13,17,2017
"2114","2017_17_CIN_BAL","BAL",-4,17,2017
"2115","2017_17_CLE_PIT","PIT",4,17,2017
"2116","2017_17_DAL_PHI","PHI",-6,17,2017
"2117","2017_17_GB_DET","DET",24,17,2017
"2118","2017_17_HOU_IND","IND",9,17,2017
"2119","2017_17_JAX_TEN","TEN",5,17,2017
"2120","2017_17_KC_DEN","DEN",-3,17,2017
"2121","2017_17_NO_TB","TB",7,17,2017
"2122","2017_17_NYJ_NE","NE",20,17,2017
"2123","2017_17_OAK_LAC","LAC",20,17,2017
"2124","2017_17_SF_LA","LA",-21,17,2017
"2125","2017_17_WAS_NYG","NYG",8,17,2017
"2126","2017_18_ATL_LA","LA",-13,18,2017
"2127","2017_18_BUF_JAX","JAX",7,18,2017
"2128","2017_18_CAR_NO","NO",5,18,2017
"2129","2017_18_TEN_KC","KC",-1,18,2017
"2130","2017_19_ATL_PHI","PHI",5,19,2017
"2131","2017_19_JAX_PIT","PIT",-3,19,2017
"2132","2017_19_NO_MIN","MIN",5,19,2017
"2133","2017_19_TEN_NE","NE",21,19,2017
"2134","2017_20_JAX_NE","NE",4,20,2017
"2135","2017_20_MIN_PHI","PHI",31,20,2017
"2136","2017_21_PHI_NE","NE",-8,21,2017
"2137","2018_01_ATL_PHI","PHI",6,1,2018
"2138","2018_01_BUF_BAL","BAL",44,1,2018
"2139","2018_01_CHI_GB","GB",1,1,2018
"2140","2018_01_CIN_IND","IND",-11,1,2018
"2141","2018_01_DAL_CAR","CAR",8,1,2018
"2142","2018_01_HOU_NE","NE",7,1,2018
"2143","2018_01_JAX_NYG","NYG",-5,1,2018
"2144","2018_01_KC_LAC","LAC",-10,1,2018
"2145","2018_01_LA_OAK","LV",-20,1,2018
"2146","2018_01_NYJ_DET","DET",-31,1,2018
