"","game_id","week","season","team","opponent","fg_pct","winner","point_diff_real"
"4712","2012_07_NYJ_NE",7,2012,"NYJ","NE",1,"NE",-3
"4713","2012_07_PIT_CIN",7,2012,"PIT","CIN",1,"PIT",7
"4714","2012_07_SEA_SF",7,2012,"SEA","SF",0.666666666666667,"SF",-7
"4715","2012_07_TEN_BUF",7,2012,"TEN","BUF",0,"TEN",1
"4716","2012_07_WAS_NYG",7,2012,"WAS","NYG",1,"NYG",-4
"4717","2012_08_ATL_PHI",8,2012,"ATL","PHI",1,"ATL",13
"4718","2012_08_CAR_CHI",8,2012,"CAR","CHI",1,"CHI",-1
"4719","2012_08_IND_TEN",8,2012,"IND","TEN",0.666666666666667,"IND",6
"4720","2012_08_JAX_GB",8,2012,"JAX","GB",1,"GB",-9
"4721","2012_08_MIA_NYJ",8,2012,"MIA","NYJ",1,"MIA",21
"4722","2012_08_NE_STL",8,2012,"NE","LA",1,"NE",38
"4723","2012_08_NO_DEN",8,2012,"NO","DEN",0,"DEN",-20
"4724","2012_08_NYG_DAL",8,2012,"NYG","DAL",1,"NYG",5
"4725","2012_08_OAK_KC",8,2012,"LV","KC",1,"LV",10
"4726","2012_08_SD_CLE",8,2012,"LAC","CLE",1,"CLE",-1
"4727","2012_08_SEA_DET",8,2012,"SEA","DET",0.5,"DET",-4
"4728","2012_08_SF_ARI",8,2012,"SF","ARI",1,"SF",21
"4729","2012_08_TB_MIN",8,2012,"TB","MIN",1,"TB",19
"4730","2012_08_WAS_PIT",8,2012,"WAS","PIT",1,"PIT",-15
"4731","2012_09_ARI_GB",9,2012,"ARI","GB",1,"GB",-14
"4732","2012_09_BAL_CLE",9,2012,"BAL","CLE",1,"BAL",10
"4733","2012_09_BUF_HOU",9,2012,"BUF","HOU",0.75,"HOU",-12
"4734","2012_09_CAR_WAS",9,2012,"CAR","WAS",0,"CAR",8
"4735","2012_09_CHI_TEN",9,2012,"CHI","TEN",1,"CHI",31
"4736","2012_09_DAL_ATL",9,2012,"DAL","ATL",0.666666666666667,"ATL",-6
"4737","2012_09_DEN_CIN",9,2012,"DEN","CIN",1,"DEN",8
"4738","2012_09_DET_JAX",9,2012,"DET","JAX",0.5,"DET",17
"4739","2012_09_KC_SD",9,2012,"KC","LAC",0.666666666666667,"LAC",-18
"4740","2012_09_MIA_IND",9,2012,"MIA","IND",1,"IND",-3
"4741","2012_09_MIN_SEA",9,2012,"MIN","SEA",1,"SEA",-10
"4742","2012_09_PHI_NO",9,2012,"PHI","NO",1,"NO",-15
"4743","2012_09_PIT_NYG",9,2012,"PIT","NYG",1,"PIT",4
"4744","2012_09_TB_OAK",9,2012,"TB","LV",0,"TB",10
"4745","2012_10_ATL_NO",10,2012,"ATL","NO",1,"NO",-4
"4746","2012_10_BUF_NE",10,2012,"BUF","NE",1,"NE",-6
"4747","2012_10_DAL_PHI",10,2012,"DAL","PHI",1,"DAL",15
"4748","2012_10_DEN_CAR",10,2012,"DEN","CAR",0.666666666666667,"DEN",22
"4749","2012_10_DET_MIN",10,2012,"DET","MIN",1,"MIN",-10
"4750","2012_10_HOU_CHI",10,2012,"HOU","CHI",1,"HOU",7
"4751","2012_10_IND_JAX",10,2012,"IND","JAX",1,"IND",17
